Feature ID	Taxon	Confidence
ef7a59a2c2a260e03e8e6df36b757be8	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Oscillospira; s__uncultured_Lactobacillus	0.7650264841639377
df96afb7cca565917c31eb00ee710773	d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39	0.999999999868446
c8738b09261f9ea1f3414e16667fac02	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9996206328246416
0ab8bb48ef9dcd461c6c5b0bde9a7663	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9781132368485372
5b46813ae467fe2eaee1c05ccd233c8e	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Acetatifactor; s__Acetatifactor_muris	0.7713358162397405
d5db249581c2436cda590220dc55711d	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales	0.999410595543911
75bd82a728427b9fe0161be3977a9dee	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Harryflintia; s__uncultured_bacterium	0.8725511098124197
25773d17c98ca4f1cbab85bb7a20ee07	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__uncultured; s__unidentified	0.999998461046393
898eb92ef2d1ef893f7d0c383527b44d	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_UCG-006; s__Clostridium_sp.	0.9895487757880946
9908fffab7ed4f3bec44cda2f5084d49	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae	0.9534828808745269
cd8d2ddb88bbe44dfa61a34dfd244b0b	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales	0.9996451534980033
a828d86ae6b1ae29eea5092499bc99df	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; g__[Eubacterium]_brachy_group; s__uncultured_organism	0.9425923797108761
bf08ab198c9fa4a87e01c8bdc801e381	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcus; s__unidentified_rumen	0.7198974375040027
d80e6bb0dbd76c04eed6c554f07b65fb	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Acetatifactor; s__Acetatifactor_muris	0.7538533284035345
7911816f5e81f650f769aba0d5c708cb	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.9999993884228227
f80166d86a7f15b69b6ac97505299c3a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae; s__uncultured_bacterium	0.7614140838333668
e997b84121104c0999ae87417d492b9a	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9979154547304793
f0a3b85336766433b385b8e5d23182d2	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae	0.9829158323901563
41c78a9d112b08a37e5bcc1cf5361306	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcus	0.999337868229139
045acd620c390c80b3447bae8b6a039b	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Oscillibacter; s__gut_metagenome	0.7962915381234995
1ec78cf2c330d5a8e7c5c57640213633	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales	0.9999987376030115
5fbf02642aa67178b84d734d4f155d88	d__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39; s__unidentified	0.8657754745916639
383effd264b8c9db0f78e2067355d32e	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales	0.9744534707676581
8805f6d23d763936c44e0eed34481bb5	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__Blautia_coccoides	0.8610735738437387
715a5706f5ea5356f6c4772dc98d6430	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__uncultured; s__unidentified	0.9985908306618196
26ee5cc033fe90d66abb46599510136d	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Oscillibacter; s__[Clostridium]_leptum	0.9560481541208222
d925f54f2129619db22eb998d6021440	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales	0.9999313815404474
ab620840ec71573b9d4fd3816bc52d02	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae	0.7353131387041617
8cadcb7be6a644953d0ce8e8118a49d3	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_FCS020_group; s__metagenome	0.780090020940527
003bbc5d8e00f4fad96aff0de4c6ec52	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9960144711539892
30c6fe7832e92482696281aedf284e6a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.9843129644902704
c0edea80a4d623eb75e03daa3536a4dc	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Colidextribacter	0.8415816041818036
